key,label
a00378.png,6
a03101.png,6
a01991.png,6
a01699.png,6
a02378.png,6
a01519.png,6
a02863.png,6
a00453.png,6
a01133.png,6
a03351.png,6
a02407.png,6
a00878.png,6
a00096.png,6
a01550.png,6
a02069.png,6
a01040.png,6
a02778.png,6
a00692.png,6
a00762.png,6
a01385.png,6
a02389.png,6
a02164.png,6
a00516.png,6
a00587.png,6
a02240.png,6
a03080.png,6
a03175.png,6
a02265.png,6
a00335.png,6
a00657.png,6
a00676.png,6
a03259.png,6
a02381.png,6
a01696.png,6
a02783.png,6
a01331.png,6
a02526.png,6
a03124.png,6
a01351.png,6
a00621.png,6
a00467.png,6
a02941.png,6
a00525.png,6
a02745.png,6
a01886.png,6
a01137.png,6
a00585.png,6
a03254.png,6
a02406.png,6
a02609.png,6
a01546.png,6
a01161.png,6
a02446.png,6
a01412.png,6
a03045.png,6
a00978.png,6
a00297.png,6
a02655.png,6
a01081.png,6
a03348.png,6
a01619.png,6
a03307.png,6
a00681.png,6
a03233.png,6
a03234.png,6
a01809.png,6
a02392.png,6
a00602.png,6
a02629.png,6
a02315.png,6
a01357.png,6
a03441.png,6
a02302.png,6
a02598.png,6
a01665.png,6
a02696.png,6
a03290.png,6
a00774.png,6
a01289.png,6
a01862.png,6
a02322.png,6
a01243.png,6
a00252.png,6
a03436.png,6
a00182.png,6
a01356.png,6
a00062.png,6
a00066.png,6
a00229.png,6
a03178.png,6
a02610.png,6
a02440.png,6
a00475.png,6
a02078.png,6
a00973.png,6
a01172.png,6
a00702.png,6
a01000.png,6
a02269.png,6
a01680.png,6
a00134.png,6
a00940.png,6
a03245.png,6
a03473.png,6
a01386.png,6
a00791.png,6
a00198.png,6
a00671.png,6
a01751.png,6
a02786.png,6
a01840.png,6
a01269.png,6
a03379.png,6
a00665.png,6
a00273.png,6
a00211.png,6
a00042.png,6
a01343.png,6
a02126.png,6
a02338.png,6
a01579.png,6
a02165.png,6
a01317.png,6
a00868.png,6
a02080.png,6
a02085.png,6
a01674.png,6
a00094.png,6
a01960.png,6
a01288.png,6
a01252.png,6
a01655.png,6
a00863.png,6
a02675.png,6
a02798.png,6
a01381.png,6
a03098.png,6
a02917.png,6
a00368.png,6
a00777.png,6
a02258.png,6
a02330.png,6
a00109.png,6
a02937.png,6
a03478.png,6
a00998.png,6
a02707.png,6
a00207.png,6
a03086.png,6
a00417.png,6
a00029.png,6
